s,a,r,sp
81,3,-11,82
81,3,0,91
81,3,0,80
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,91
81,3,-11,82
81,3,-11,82
81,3,0,91
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,91
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,80
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,80
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,71
81,3,0,71
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,91
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,80
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,0,71
81,3,-11,82
81,3,0,80
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
81,3,-11,82
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,83
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,81
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,83
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,83
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,92
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,-1,72
82,0,0,81
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,-1,72
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,81
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,-1,72
82,1,0,83
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,83
82,1,0,83
82,1,0,92
82,1,0,83
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,83
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,-1,72
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,-1,72
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,81
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,81
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,83
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,92
82,1,0,83
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,83
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,-1,72
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,92
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,-1,72
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,92
82,2,0,83
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,92
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,-1,72
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,-1,72
82,2,0,81
82,2,-1,72
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,92
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,83
82,2,0,81
82,2,0,81
82,2,0,83
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,83
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,83
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,-1,72
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,81
82,2,0,83
82,2,-1,72
82,2,0,81
82,2,0,92
82,3,-1,72
82,3,0,83
82,3,0,83
82,3,0,81
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,-1,72
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,-1,72
82,3,0,83
82,3,0,81
82,3,0,83
82,3,-1,72
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,92
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,81
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,81
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,81
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,81
82,3,0,83
82,3,-1,72
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,-1,72
82,3,0,83
82,3,0,83
82,3,0,83
82,3,-1,72
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,81
82,3,0,83
82,3,0,81
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,92
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,-1,72
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
82,3,0,83
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-11,82
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,84
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-11,82
83,0,0,84
83,0,0,93
83,0,-1,73
83,0,-1,73
83,0,0,84
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,84
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-11,82
83,0,-1,73
83,0,-11,82
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,0,93
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,0,-1,73
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-1,73
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,-11,82
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,84
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,84
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,84
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-1,73
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,-1,73
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-1,73
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,0,93
83,1,-11,82
83,1,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,93
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,84
83,2,0,84
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,93
83,2,-11,82
83,2,0,84
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,84
83,2,-11,82
83,2,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,84
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,93
83,2,-11,82
83,2,0,84
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-1,73
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,93
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,0,93
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,2,-11,82
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-11,82
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-1,73
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-11,82
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-11,82
83,3,-1,73
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-11,82
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-1,73
83,3,-11,82
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-11,82
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,93
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,-11,82
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
83,3,0,84
